SYSET	Word	W1	W2	DEF_SYNT
107049713	ballad	narrative	song	 (S1 (NP (NP (DT a)(NN narrative)(NN song))(PP (IN with)(NP (DT a)(JJ recurrent)(NN refrain)))))# 
109835153	balletomane	ballet	enthusiast	 (S1 (NP (DT a)(NN ballet)(NN enthusiast)))# 
111552686	balsam	seed	plant	 (S1 (NP (NP (DT any)(NN seed)(NN plant))(VP (VBG yielding)(NP (NN balsam)))))# 
107677860	banger	pork	sausage	 (S1 (NP (PRN (-LRB- -LRB-)(ADJP (JJ British)(JJ informal))(-RRB- -RRB-))(NN pork)(NN sausage)))# 
100169305	bank	flight	maneuver	 (S1 (NP (DT a)(NN flight)(NN maneuver)))# 
106345878	banner	newspaper	headline	 (S1 (NP (NP (DT a)(NN newspaper)(NN headline))(SBAR (WHNP (WDT that))(S (VP (VBZ runs)(PP (IN across)(NP (DT the)(JJ full)(NN page))))))))# 
106777794	banter	teasing	repartee	 (S1 (NP (JJ light)(NN teasing)(NN repartee)))# 
102790012	bar	heating	element	 (S1 (NP (NP (DT a)(NN heating)(NN element))(PP (IN in)(NP (DT an)(JJ electric)(NN fire)))))# 
110834337	Barbarossa	Barbary	pirate	 (S1 (NP (NP (NNP Barbary)(NNP pirate))(PRN (-LRB- -LRB-)(VP (VBN died)(PP (IN in)(NP (CD 1546))))(-RRB- -RRB-))))# 
109839022	bard	lyric	poet	 (S1 (NP (DT a)(NN lyric)(NN poet)))# 
102792822	bargello	embroidery	stitch	 (S1 (NP (NP (JJ needlepoint)(NN embroidery)(NN stitch))(SBAR (WHNP (WDT that))(S (VP (VBZ produces)(NP (NN zigzag)(NNS lines)))))))# 
109839702	barmaid	female	bartender	 (S1 (NP (DT a)(NN female)(NN bartender)))# 
102794008	barograph	recording	barometer	 (S1 (NP (DT a)(NN recording)(NN barometer)))# 
100471613	baseball	ball	game	 (S1 (NP (NP (DT a)(NN ball)(NN game))(VP (VBN played)(PP (IN with)(NP (NP (DT a)(NN bat)(CC and)(NN ball))(PP (IN between)(NP (NP (CD two)(NNS teams))(PP (IN of)(NP (CD nine)(NNS players))))))))))# 
108914413	Basia	oil	port	 (S1 (NP (NP (DT an)(NN oil)(NN port))(PP (IN in)(NP (JJ southern)(NNP Iraq)))))# 
102801450	basilisk	brass	cannon	 (S1 (NP (JJ ancient)(NN brass)(NN cannon)))# 
104553920	basin	bathroom	sink	 (S1 (NP (NP (DT a)(NN bathroom)(NN sink))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADVP (RB permanently))(VP (VBN installed)(CC and)(VBN connected)(PP (TO to)(NP (NP (DT a)(NN water)(NN supply))(CC and)(NP (NN drainpipe))))))))))# 
108914413	Basra	oil	port	 (S1 (NP (NP (DT an)(NN oil)(NN port))(PP (IN in)(NP (JJ southern)(NNP Iraq)))))# 
102369012	Bathyergidae	sand	rats	 (S1 (NP (NN sand)(NNS rats)))# 
108214083	battalion	army	unit	 (S1 (NP (NP (DT an)(NN army)(NN unit))(VP (ADVP (RB usually))(VBG consisting)(PP (IN of)(NP (NP (DT a)(NN headquarters))(CC and)(NP (QP (CD three)(CC or)(JJR more))(NNS companies)))))))# 
114898273	bdellium	gum	resin	 (S1 (NP (JJ aromatic)(NN gum)(NN resin)))# 
104041930	beacon	radio	station	 (S1 (NP (NP (DT a)(NN radio)(NN station))(SBAR (WHNP (IN that))(S (VP (NNS broadcasts)(S (NP (NP (DT a)(JJ directional)(NN signal))(PP (IN for)(NP (JJ navigational)(NNS purposes))))))))))# 
100452864	beagling	hunting	rabbits	 (S1 (NP (NP (NN hunting)(NNS rabbits))(PP (IN with)(NP (NNS beagles)))))# 
105136546	beam	breadth	amidships	 (S1 (NP (PRN (-LRB- -LRB-)(JJ nautical)(-RRB- -RRB-))(NN breadth)(NNS amidships)))# 
113141564	bearberry	cascara	sagrada	 (S1 (NP (NP (NNS yields))(NN cascara)(NN sagrada)))# 
113141564	bearwood	cascara	sagrada	 (S1 (NP (NP (NNS yields))(NN cascara)(NN sagrada)))# 
112854600	beebalm	garden	escapee	 (S1 (NP (NP (DT a)(NN garden)(NN escapee))(PP (IN in)(NP (NP (JJ northern)(NNP Europe))(CC and)(NP (NNP North)(NNP America))))))# 
107658168	beefsteak	beef	steak	 (S1 (NP (NP (DT a)(NN beef)(NN steak))(VP (ADVP (RB usually))(VBN cooked)(PP (IN by)(S (VP (VBG broiling)))))))# 
100535321	beguine	ballroom	dance	 (S1 (NP (NP (DT a)(NN ballroom)(NN dance))(SBAR (WHNP (WDT that))(S (VP (VBP originated)(PP (IN in)(NP (DT the)(NNP French)(NNP West)(NNP Indies))))))))# 
109516881	Bel	Babylonian	god	 (S1 (NP (NP (NNP Babylonian)(NNP god))(PP (IN of)(NP (DT the)(NN earth)))))# 
102946127	belfry	bell	tower	 (S1 (NP (DT a)(NN bell)(NN tower)))# 
102827148	bellyband	cloth	band	 (S1 (NP (NP (DT a)(NN cloth)(NN band))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN worn)(PP (IN around)(NP (NP (DT the)(NN waist))(PRN (-LRB- -LRB-)(PP (IN as)(PP (IN on)(NP (NNS infants)(SBAR (IN until)(S (NP (DT the)(NN navel))(VP (AUX has)(VP (VBN h
102242004	Belostomatidae	water	bugs	 (S1 (NP (NN water)(NNS bugs)))# 
109456207	bench	level	shelf	 (S1 (NP (NP (DT a)(NN level)(NN shelf))(PP (IN of)(NP (NP (NN land))(VP (VBG interrupting)(NP (NP (DT a)(NN declivity))(PRN (-LRB- -LRB-)(PP (IN with)(NP (JJ steep)(NNS slopes))(ADVP (IN above)(CC and)(IN below)))(-RRB- -RRB-))))))))# 
108209519	bench	reserve	players	 (S1 (NP (NP (DT the)(NN reserve)(NNS players))(PP (IN on)(NP (DT a)(NN team)))))# 
109609155	benefactress	woman	benefactor	 (S1 (NP (DT a)(NN woman)(NN benefactor)))# 
100034574	benignity	kind	act	 (S1 (NP (DT a)(NN kind)(NN act)))# 
114897941	benjamin	gum	resin	 (S1 (NP (NP (NN gum)(NN resin))(VP (VBN used)(PP (ADVP (RB especially))(IN in)(S (VP (VBG treating)(NP (NN skin)(NN irritation))))))))# 
114897941	benzoin	gum	resin	 (S1 (NP (NP (NN gum)(NN resin))(VP (VBN used)(PP (ADVP (RB especially))(IN in)(S (VP (VBG treating)(NP (NN skin)(NN irritation))))))))# 
110846400	Bergman	film	actress	 (S1 (NP (NP (JJ Swedish)(NN film)(NN actress))(PRN (-LRB- -LRB-)(NP (CD 1915-1982))(-RRB- -RRB-))))# 
109219078	Berkshires	resort	area	 (S1 (NP (DT a)(NN resort)(NN area)))# 
112327718	Bertholletia	brazil	nut	 (S1 (NP (NNP brazil)(NNP nut)))# 
113149970	betel	pepper	plant	 (S1 (NP (NP (JJ Asian)(NN pepper)(NN plant))(SBAR (WHNP (WP whose)(VBN dried)(NNS leaves))(S (VP (AUX are)(VP (VBD chewed)(PP (IN with)(NP (NP (JJ betel)(NNP nut))(PRN (-LRB- -LRB-)(NP (NP (NN seed))(PP (IN of)(NP (DT the)(JJ betel)(NN palm))))(-RRB- -RR
101880716	bettong	rat	kangaroo	 (S1 (NP (JJ short-nosed)(NN rat)(NN kangaroo)))# 
101880570	Bettongia	jerboa	kangaroo	 (S1 (NP (NN jerboa)(NN kangaroo)))# 
105496990	betweenbrain	posterior	division	 (S1 (NP (NP (DT the)(NN posterior)(NN division))(PP (IN of)(NP (DT the)(NN forebrain)))))# 
102833403	bevel	hand	tool	 (S1 (NP (NP (DT a)(NN hand)(NN tool))(VP (VBG consisting)(PP (IN of)(NP (NP (CD two)(NNS rules))(SBAR (WHNP (WDT that))(S (VP (AUX are)(VP (VBN hinged)(ADVP (RB together))(SBAR (IN so)(S (NP (PRP you))(VP (MD can)(VP (VP (VB draw))(CC or)(VP (VB measure)
109524840	Bhaga	Hindu	god	 (S1 (NP (NP (NNP Hindu)(NNP god))(PP (IN of)(NP (NN wealth)(CC and)(NN love)))))# 
114775729	bicarbonate	acid	carbonate	 (S1 (NP (DT an)(NN acid)(NN carbonate)))# 
101792640	biddy	female	chicken	 (S1 (NP (NN adult)(NN female)(NN chicken)))# 
103790512	bike	motor	vehicle	 (S1 (NP (NP (DT a)(NN motor)(NN vehicle))(PP (IN with)(NP (NP (CD two)(NNS wheels))(CC and)(NP (DT a)(JJ strong)(NN frame))))))# 
112704513	bilimbi	East	Indian	 (S1 (NP (NP (NNP East)(NNP Indian))(NP (NP (JJ evergreen)(NN tree))(VP (VBG bearing)(NP (JJ very)(NN acid)(NN fruit))))))# 
106425534	BIN	identification	number	 (S1 (NP (NP (DT an)(NN identification)(NN number))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(JJ two-part)(NN code))(VP (VBN assigned)(PP (TO to)(NP (NNS banks)(CC and)(NNS savings)(NNS associations)))))))))# 
112398174	bine	twining	plant	 (S1 (NP (NP (JJ European)(NN twining)(NN plant))(SBAR (WHNP (WP whose)(NNS flowers))(S (VP (AUX are)(VP (VBN used)(ADVP (RB chiefly))(S (VP (TO to)(VP (NN flavor)(NP (NN malt)(NNS liquors)))))))))))# 
114955682	bitartrate	acid	tartrate	 (S1 (NP (DT an)(NN acid)(NN tartrate)))#(S1 (NP (DT a)(NN hydrogen)(NN tartrate)))# 
102944826	bivouac	living	quarters	 (S1 (NP (NP (JJ temporary)(NN living)(NNS quarters))(VP (ADVP (RB specially))(VBN built)(PP (IN by)(NP (NP (DT the)(NN army))(PP (IN for)(NP (NNS soldiers))))))))# 
112416073	blackberry-lily	garden	plant	 (S1 (NP (NP (NN garden)(NN plant))(SBAR (WHNP (WP whose)(NN capsule))(S (VP (VBZ discloses)(SBAR (WHADJP (WRB when)(JJ ripe))(S (NP (NP (DT a)(NN mass))(PP (IN of)(NP (NNS seeds))))(VP (VBG resembling)(NP (DT a)(NN blackberry))))))))))# 
114215331	blight	plant	disease	 (S1 (NP (NP (DT any)(NN plant)(NN disease))(VP (VBG resulting)(PP (IN in)(S (VP (VBG withering)(PP (IN without)(S (VP (VBG rotting))))))))))# 
103288225	block	metal	casting	 (S1 (NP (NP (DT a)(NN metal)(NN casting))(VP (VBG containing)(NP (NP (DT the)(NNS cylinders))(CC and)(NP (NP (VBG cooling)(NNS ducts))(PP (IN of)(NP (DT an)(NN engine))))))))# 
100954086	blockade	war	measure	 (S1 (NP (NP (DT a)(NN war)(NN measure))(SBAR (WHNP (WDT that))(S (VP (VBZ isolates)(NP (NP (DT some)(NN area))(PP (IN of)(NP (NP (NN importance))(PP (TO to)(NP (DT the)(NN enemy)))))))))))# 
109860248	blocker	football	player	 (S1 (NP (NP (DT a)(NN football)(NN player))(SBAR (WHNP (WP whose)(NN responsibility))(S (VP (AUX is)(S (VP (TO to)(VP (VB block)(S (NP (NNS players))(VP (VBG attempting)(S (VP (TO to)(VP (VB stop)(NP (DT an)(JJ offensive)(NN play)))))))))))))))# 
102854630	bloodmobile	motor	vehicle	 (S1 (NP (NP (DT a)(NN motor)(NN vehicle))(VP (VBN equipped)(S (VP (TO to)(VP (VB collect)(NP (NN blood)(NNS donations))))))))# 
109085089	Bloomington	university	town	 (S1 (NP (NP (DT a)(NN university)(NN town))(PP (IN in)(NP (ADJP (JJ south)(JJ central))(NNP Indiana)))))# 
105259109	bob	hair	style	 (S1 (NP (NP (DT a)(NN hair)(NN style))(PP (IN for)(NP (NNS women)(CC and)(NNS children)))))# 
109225943	bog	spongy	ground	 (S1 (NP (NP (JJ wet)(NN spongy)(NN ground))(PP (IN of)(S (VP (VBG decomposing)(NP (NN vegetation)))))))# 
111796573	bogmat	North	America	 (S1 (NP (NNP North)(NNP America)))# 
103612814	boiler	metal	pot	 (S1 (NP (NP (DT a)(NN metal)(NN pot))(PP (IN for)(S (VP (VBG stewing)(CC or)(VBG boiling))))))# 
102863995	boilerplate	plate	iron	 (S1 (NP (NP (JJ thick)(NN plate)(NN iron))(VP (VBN used)(PP (IN in)(NP (NP (DT the)(NN production))(PP (IN of)(NP (NNS boilers))))))))# 
106954461	Bokmaal	book	language	 (S1 (NP (NN book)(NN language)))# 
106954461	Bokmal	book	language	 (S1 (NP (NN book)(NN language)))# 
108068375	Bollywood	film	industry	 (S1 (NP (NP (DT the)(NN film)(NN industry))(PP (IN of)(NP (NNP India)))))# 
102867267	bombard	bass	member	 (S1 (NP (NP (DT the)(NN bass)(NN member))(PP (IN of)(NP (DT the)(JJ shawm)(NN family)))))# 
102867267	bombardon	bass	member	 (S1 (NP (NP (DT the)(NN bass)(NN member))(PP (IN of)(NP (DT the)(JJ shawm)(NN family)))))# 
102300018	Bombycidae	silkworm	moth	 (S1 (NP (JJ Chinese)(NN silkworm)(NN moth)))# 
109865068	bondmaid	female	slave	 (S1 (NP (DT a)(NN female)(NN slave)))# 
109865068	bondswoman	female	slave	 (S1 (NP (DT a)(NN female)(NN slave)))# 
109865068	bondwoman	female	slave	 (S1 (NP (DT a)(NN female)(NN slave)))# 
110856215	Bonhoeffer	German	Lutheran	 (S1 (NP (NP (NNP German)(NNP Lutheran))(NP (NP (NN theologian)(CC and)(NN pastor))(SBAR (WHNP (WP whose)(NNS works)(NN concern))(S (NP (NNP Christianity))(PP (IN in)(NP (DT the)(JJ modern)(NN world))))))))# 
108371200	bootboys	youth	subculture	 (S1 (NP (NP (DT a)(NN youth)(NN subculture))(SBAR (WHNP (WDT that))(S (VP (VBD appeared)(ADVP (RB first))(PP (IN in)(NP (NNP England)))(PP (IN in)(NP (DT the)(JJ late)(NNS 1960s)))(PP (IN as)(NP (NP (DT a)(JJ working-class)(NN reaction))(PP (TO to)(NP (D
102876457	bota	wine	bottle	 (S1 (NP (NP (DT a)(NN wine)(NN bottle))(VP (VBN made)(PP (IN of)(NP (NN leather))))))# 
102878222	bottom	cargo	ship	 (S1 (NP (DT a)(NN cargo)(NN ship)))# 
114068894	botulism	food	poisoning	 (S1 (NP (NP (NN food)(NN poisoning))(PP (IN from)(NP (JJ ingesting)(NN botulin)))))# 
112796192	Boykinia	North	America	 (S1 (NP (NNP North)(NNP America)))# 
113189844	bracken	weed	ferns	 (S1 (NP (RB essentially)(NN weed)(NNS ferns)))# 
110862281	Braille	French	educator	 (S1 (NP (NP (NNP French)(NNP educator))(SBAR (SBAR (WHNP (WP who))(S (VP (VBD lost)(NP (PRP his)(NN sight))(PP (IN at)(NP (NP (DT the)(NN age))(PP (IN of)(NP (CD three))))))))(CC and)(SBAR (WHNP (WP who))(S (VP (VBD invented)(NP (NP (DT a)(NN system))(PP
106362792	braille	point	system	 (S1 (NP (NP (DT a)(NN point)(NN system))(PP (IN of)(NP (NN writing)(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NP (NNS patterns))(PP (IN of)(NP (VBN raised)(NNS dots))))(VP (VBP represent)(NP (NNS letters)(CC and)(NNS numerals)))))))))# 
113189844	brake	weed	ferns	 (S1 (NP (RB essentially)(NN weed)(NNS ferns)))# 
101994176	Branchiopoda	brine	shrimps	 (S1 (NP (NN brine)(NNS shrimps)))#(S1 (NP (NN water)(NNS fleas)))# 
102893418	brasier	metal	container	 (S1 (NP (NP (JJ large)(NN metal)(NN container))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NN coal)(CC or)(NN charcoal))(VP (AUX is)(VP (VBN burned)))))))# 
102891788	brass	wind	instrument	 (S1 (NP (NP (DT a)(NN wind)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ consists)(PP (IN of)(NP (NP (DT a)(NN brass)(NN tube))(PRN (-LRB- -LRB-)(PP (ADVP (RB usually))(IN of)(NP (JJ variable)(NN length)))(-RRB- -RRB-))(SBAR (WHNP (WDT that))(S (VP 
102892392	brassard	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN arm)))))))# 
102893418	brazier	metal	container	 (S1 (NP (NP (JJ large)(NN metal)(NN container))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (NN coal)(CC or)(NN charcoal))(VP (AUX is)(VP (VBN burned)))))))# 
100500280	break	opening	shot	 (S1 (NP (NP (DT the)(NN opening)(NN shot))(SBAR (WHNP (WDT that))(S (VP (VBZ scatters)(NP (NP (DT the)(NNS balls))(PP (IN in)(NP (NNS billiards)(CC or)(NN pool)))))))))# 
115271008	break	time	interval	 (S1 (NP (NP (DT a)(NN time)(NN interval))(SBAR (WHPP (IN during)(WHNP (WDT which)))(S (NP (EX there))(VP (AUX is)(NP (NP (DT a)(JJ temporary)(NN cessation))(PP (IN of)(NP (NN something)))))))))# 
109873604	breaker	quarry	worker	 (S1 (NP (NP (DT a)(NN quarry)(NN worker))(SBAR (WHNP (WP who))(S (VP (VBZ splits)(PRT (RP off))(NP (NP (NNS blocks))(PP (IN of)(NP (NN stone)))))))))# 
102895154	breastplate	armor	plate	 (S1 (NP (NP (NN armor)(NN plate))(SBAR (WHNP (WDT that))(S (VP (VBZ protects)(NP (DT the)(NN chest)))))))# 
100571060	breaststroke	swimming	stroke	 (S1 (NP (DT a)(NN swimming)(NN stroke)))# 
102896074	breechblock	metal	block	 (S1 (NP (NP (DT a)(NN metal)(NN block))(PP (IN in)(NP (NP (JJ breech-loading)(NNS firearms))(SBAR (WHNP (WDT that))(S (VP (AUX is)(VP (VBN withdrawn)(S (VP (TO to)(VP (VP (NN insert)(NP (DT a)(NN cartridge)))(CC and)(VP (VBD replaced)(S (VP (TO to)(VP (V
109874725	bride	woman	participant	 (S1 (NP (NP (DT a)(NN woman)(NN participant))(PP (IN in)(NP (PRP her)(JJ own)(NN marriage)(NN ceremony)))))# 
110148035	bridegroom	man	participant	 (S1 (NP (NP (DT a)(NN man)(NN participant))(PP (IN in)(NP (PRP his)(JJ own)(NN marriage)(NN ceremony)))))# 
102662993	brill	food	fish	 (S1 (NP (JJ European)(NN food)(NN fish)))# 
102532918	brisling	small	herring	 (S1 (NP (NP (NNP small)(NNP herring))(VP (VBN processed)(PP (IN like)(NP (DT a)(NN sardine))))))# 
110865990	Brooke	lyric	poet	 (S1 (NP (NP (JJ English)(NN lyric)(NN poet))(PRN (-LRB- -LRB-)(NP (CD 1887-1915))(-RRB- -RRB-))))# 
112096674	brookweed	water	pimpernel	 (S1 (NP (JJ American)(NN water)(NN pimpernel)))# 
112403862	Broussonetia	paper	mulberry	 (S1 (NP (NN paper)(NN mulberry)))# 
102907873	brownstone	row	house	 (S1 (NP (NP (DT a)(NN row)(NN house))(VP (VBN built)(PP (IN of)(NP (NN brownstone))))))# 
102181863	Bruchidae	seed	beetles	 (S1 (NP (NN seed)(NNS beetles)))# 
109093072	Brunswick	university	town	 (S1 (NP (NP (DT a)(NN university)(NN town))(PP (IN in)(NP (JJ southwestern)(NNP Maine)))))# 
102408217	Bubalus	water	buffaloes	 (S1 (NP (NN water)(NNS buffaloes)))# 
114315722	bubo	lymph	node	 (S1 (NP (NP (DT a)(NN lymph)(NN node))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ inflamed)(CC and)(JJ swollen))(PP (IN because)(IN of)(NP (VB plague)(CC or)(NN gonorrhea)(CC or)(NN tuberculosis))))))))# 
110410668	bucolic	country	person	 (S1 (NP (DT a)(NN country)(NN person)))# 
102419515	Budorcas	gnu	goats	 (S1 (NP (NN gnu)(NNS goats)))# 
102407959	buffalo	Cape	buffalo	 (S1 (NP (NNP Cape)(NNP buffalo)))# 
102911332	buffer	power	tool	 (S1 (NP (NP (DT a)(NN power)(NN tool))(VP (VBN used)(S (VP (TO to)(VP (VB buff)(NP (NNS surfaces))))))))# 
102912894	bugle	brass	instrument	 (S1 (NP (NP (DT a)(NN brass)(NN instrument))(PP (IN without)(NP (NNS valves)))))# 
102403325	bull	adult	male	 (S1 (NP (NP (JJ uncastrated)(NN adult)(NN male))(PP (IN of)(NP (JJ domestic)(NNS cattle)))))# 
112721357	Bulnesia	palo	santo	 (S1 (NP (NNP palo)(NNP santo)))# 
112698774	bunji-bunji	timber	tree	 (S1 (NP (NP (JJ Australian)(NN timber)(NN tree))(SBAR (WHNP (WP whose)(NN bark))(S (VP (VBZ yields)(NP (DT a)(NN poison)))))))# 
102921029	bunsen	gas	burner	 (S1 (NP (NP (DT a)(NN gas)(NN burner))(VP (VBN used)(PP (IN in)(NP (NNS laboratories))))))# 
110871655	Bunuel	film	director	 (S1 (NP (NP (JJ Spanish)(NN film)(NN director))(PRN (-LRB- -LRB-)(NP (CD 1900-1983))(-RRB- -RRB-))))# 
101331522	bunyavirus	animal	virus	 (S1 (NP (NP (DT an)(NN animal)(NN virus))(VP (VBG belonging)(PP (TO to)(NP (DT the)(NN family)(NNP Bunyaviridae))))))# 
108456727	bureaucracy	government	officials	 (S1 (NP (JJ nonelective)(NN government)(NNS officials)))# 
108456727	bureaucratism	government	officials	 (S1 (NP (JJ nonelective)(NN government)(NNS officials)))# 
107589724	burgoo	spicy	stew	 (S1 (NP (NP (JJ thick)(NN spicy)(NN stew))(PP (IN of)(SBAR (SBAR (WHNP (WDT whatever))(S (NP (NN meat))))(CC and)(SBAR (WHNP (WDT whatever)(NNS vegetables))(S (VP (AUX are)(ADJP (JJ available)))))))))# 
107451687	burial	ritual	placing	 (S1 (NP (NP (DT the)(NN ritual)(NN placing))(PP (IN of)(NP (NP (DT a)(NN corpse))(PP (IN in)(NP (DT a)(NN grave)))))))# 
102922798	burlap	jute	fabric	 (S1 (NP (JJ coarse)(NN jute)(NN fabric)))# 
109881358	busboy	restaurant	attendant	 (S1 (NP (NP (DT a)(NN restaurant)(NN attendant))(SBAR (WHNP (WP who))(S (VP (VP (VBZ sets)(NP (NNS tables)))(CC and)(VP (VBZ assists)(NP (NNS waiters)))(CC and)(VP (VBZ clears)(PRT (RP away))(NP (JJ dirty)(NNS dishes))))))))# 
110875910	Bush	43rd	President	 (S1 (NP (NP (NNP 43rd)(NNP President))(PP (IN of)(NP (DT the)(NNP United)(NNPS States)))))# 
109882615	businesswoman	female	businessperson	 (S1 (NP (DT a)(NN female)(NN businessperson)))# 
100570854	butterfly	swimming	stroke	 (S1 (NP (NP (DT a)(NN swimming)(NN stroke))(SBAR (WHPP (IN in)(WHNP (WDT which)))(S (NP (DT the)(NNS arms))(VP (AUX are)(VP (VBN thrown)(PRT (RP forward))(ADVP (RB together))(PP (IN out)(PP (IN of)(NP (DT the)(NN water))))(SBAR (IN while)(S (NP (DT the)(
106608277	buzzword	stock	phrases	 (S1 (NP (NP (NN stock)(NNS phrases))(SBAR (WHNP (WDT that))(S (VP (AUX have)(VP (VBN become)(ADJP (JJ nonsense))(PP (IN through)(NP (JJ endless)(NN repetition)))))))))# 
106629610	bye	farewell	remark	 (S1 (NP (DT a)(NN farewell)(NN remark)))# 
106629610	bye-bye	farewell	remark	 (S1 (NP (DT a)(NN farewell)(NN remark)))# 
109885334	bystander	nonparticipant	spectator	 (S1 (NP (DT a)(NN nonparticipant)(NN spectator)))# 
103785721	cabasset	metal	helmet	 (S1 (NP (NP (DT a)(NN metal)(NN helmet))(VP (VBN worn)(PP (IN by)(NP (NP (JJ common)(NNS soldiers))(PP (IN in)(NP (DT the)(JJ 16th)(NN century))))))))# 
107895710	Cabernet	superior	Bordeaux	 (S1 (NP (NP (NNP superior)(NNP Bordeaux))(NP (NP (NN type))(PP (IN of)(NP (JJ red)(NN wine))))))# 
102933462	cabinet	storage	compartment	 (S1 (NP (NP (DT a)(NN storage)(NN compartment))(PP (IN for)(NP (NNS clothes)(CC and)(NNS valuables)))))# 
102933990	cable	television	system	 (S1 (NP (NP (DT a)(NN television)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ transmits)(PP (IN over)(NP (NNS cables))))))))# 
112166128	calabash	Old	World	 (S1 (NP (NP (NNP Old)(NNP World))(VP (VBG climbing)(NP (NN plant))(PP (IN with)(NP (NP (JJ hard-shelled)(JJ bottle-shaped)(NNS gourds))(PP (IN as)(NP (NNS fruits))))))))# 
110879551	Caligula	Roman	Emperor	 (S1 (NP (NP (NNP Roman)(NNP Emperor))(SBAR (SBAR (WHNP (WP who))(S (VP (VBD succeeded)(NP (NNP Tiberius)))))(CC and)(SBAR (WHNP (WP whose)(JJ uncontrolled)(NNS passions))(S (VP (VBD resulted)(PP (IN in)(NP (JJ manifest)(NN insanity)))))))))# 
102940143	calk	metal	cleat	 (S1 (NP (NP (DT a)(NN metal)(NN cleat))(PP (IN on)(NP (NP (DT the)(JJ bottom)(NN front))(PP (IN of)(NP (DT a)(NN horseshoe)(S (VP (TO to)(VP (VB prevent)(NP (VBG slipping)))))))))))# 
102940143	calkin	metal	cleat	 (S1 (NP (NP (DT a)(NN metal)(NN cleat))(PP (IN on)(NP (NP (DT the)(JJ bottom)(NN front))(PP (IN of)(NP (DT a)(NN horseshoe)(S (VP (TO to)(VP (VB prevent)(NP (VBG slipping)))))))))))# 
106272803	call	telephone	connection	 (S1 (NP (DT a)(NN telephone)(NN connection)))# 
111786017	Calla	water	arum	 (S1 (NP (NN water)(NN arum)))# 
106273207	call-back	return	call	 (S1 (NP (DT a)(NN return)(NN call)))# 
111957678	calliopsis	North	American	 (S1 (NP (NP (NNP North)(NNP American))(VP (ADVP (JJ annual)(RB widely))(VBN cultivated)(PP (IN for)(NP (NP (PRP its)(JJ yellow)(NNS flowers))(PP (IN with)(NP (ADJP (JJ purple-red)(TO to)(JJ brownish))(NNS centers))))))))# 
112693734	Callitriche	water	starworts	 (S1 (NP (NN water)(NNS starworts)))# 
102077533	Callorhinus	fur	seals	 (S1 (NP (NN fur)(NNS seals)))# 
102941095	calorimeter	measuring	instrument	 (S1 (NP (NP (DT a)(NN measuring)(NN instrument))(SBAR (WHNP (WDT that))(S (VP (VBZ determines)(NP (NP (NNS quantities))(PP (IN of)(NP (NN heat)))))))))# 
112723610	caltrop	pasture	weed	 (S1 (NP (JJ serious)(NN pasture)(NN weed)))# 
107903643	Calvados	apple	brandy	 (S1 (NP (NP (JJ dry)(NN apple)(NN brandy))(VP (VBN made)(PP (IN in)(NP (NNP Normandy))))))# 
104404997	camera	television	equipment	 (S1 (NP (NP (NN television)(NN equipment))(VP (VBG consisting)(PP (IN of)(NP (NP (DT a)(NN lens)(NN system))(SBAR (WHNP (WDT that))(S (VP (VBZ focuses)(NP (DT an)(NN image))(PP (IN on)(NP (NP (DT a)(JJ photosensitive)(NN mosaic))(SBAR (WHNP (WDT that))(S
102944826	camp	living	quarters	 (S1 (NP (NP (JJ temporary)(NN living)(NNS quarters))(VP (ADVP (RB specially))(VBN built)(PP (IN by)(NP (NP (DT the)(NN army))(PP (IN for)(NP (NNS soldiers))))))))# 
102946127	campanile	bell	tower	 (S1 (NP (DT a)(NN bell)(NN tower)))# 
104446521	can	plumbing	fixture	 (S1 (NP (NP (DT a)(NN plumbing)(NN fixture))(PP (IN for)(NP (NN defecation)(CC and)(NN urination)))))# 
109890662	canary	female	singer	 (S1 (NP (DT a)(NN female)(NN singer)))# 
107207142	cancellation	speech	act	 (S1 (NP (NP (DT the)(NN speech)(NN act))(PP (IN of)(S (VP (VBG revoking)(CC or)(VBG annulling)(CC or)(VBG making)(NP (NN void)))))))# 
102948293	candlepin	bowling	pin	 (S1 (NP (NP (DT a)(NN bowling)(NN pin))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (JJ thin)(PP (IN by)(NP (NP (NN comparison))(PP (IN with)(NP (DT a)(NN tenpin)))))))))))# 
